,parcel,abstrprd,livearea,finbsmnt,basement,yrbuilt,totunits,stories,nocars,numbdrm,numbaths,sprice,deduct,netprice,tasp,smonth,syear,condition_AVG,condition_Excel,condition_Fair,condition_Good,condition_VGood,quality_A,quality_B,quality_C,quality_D,quality_X,gartype_Att,gartype_Att/Det,gartype_CP,gartype_Det,gartype_None,gartype_att/CP,gartype_det/CP,arcstyle_BI-LEVEL,arcstyle_CONVERSIONS,arcstyle_END UNIT,arcstyle_MIDDLE UNIT,arcstyle_ONE AND HALF-STORY,arcstyle_ONE-STORY,arcstyle_SPLIT LEVEL,arcstyle_THREE-STORY,arcstyle_TRI-LEVEL,arcstyle_TRI-LEVEL WITH BASEMENT,arcstyle_TWO AND HALF-STORY,arcstyle_TWO-STORY,qualified_Q,qualified_U,status_I,status_V,before1980
6704,02253-51-009-000,1112,1274,1100,1200,1948,1,1,2,2,2,410000,0,410000,412230,4,2012,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
6705,02253-51-009-000,1112,1274,1100,1200,1948,1,1,2,2,2,230000,0,230000,230000,6,2011,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
6706,02253-51-009-000,1112,1274,1100,1200,1948,1,1,2,2,2,268000,0,268000,268000,7,2011,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
6707,02253-51-011-000,1112,1058,1042,1042,1938,1,1,2,2,2,371000,4923,366077,371055,1,2012,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
6708,02253-51-011-000,1112,1058,1042,1042,1938,1,1,2,2,2,107000,0,107000,107000,4,2011,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
6709,02253-51-011-000,1112,1058,1042,1042,1938,1,1,2,2,2,208000,0,208000,208000,8,2011,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
6710,02253-51-013-000,1112,1231,946,946,1923,1,1,2,2,4,353500,0,353500,353500,6,2012,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
6711,02253-51-013-000,1112,1231,946,946,1923,1,1,2,2,4,172500,0,172500,172500,8,2011,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
6712,02253-51-013-000,1112,1231,946,946,1923,1,1,2,2,4,140000,0,140000,140000,7,2011,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
6713,02253-52-001-000,1112,1160,895,895,1952,1,1,3,2,2,289000,3390,285610,298039,2,2011,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
6714,02253-52-007-000,1112,1321,974,974,1952,1,1,3,2,3,300000,5000,295000,305430,5,2011,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
6715,02253-52-018-000,1112,1950,995,1128,1951,1,1,2,2,2,235000,5000,230000,238132,5,2011,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
6716,02253-52-020-000,1112,1355,0,982,1952,1,1,2,2,2,195000,0,195000,197652,1,2012,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
6717,02253-53-005-000,1112,1070,970,1070,1952,1,1,2,2,2,235000,5308,229692,238438,4,2011,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
6718,02253-53-008-000,1112,1049,1049,1049,1949,1,1,1,3,2,10000,0,10000,10000,12,2010,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
6719,02254-02-014-000,1112,922,675,766,1951,1,1,0,2,2,189000,5000,184000,191507,3,2011,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
6720,02254-03-015-000,1112,838,500,838,1951,1,1,0,2,1,140000,0,140000,143808,8,2011,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
6721,02254-05-019-000,1112,1171,730,817,1951,1,1,2,1,2,203000,5801,197199,205244,3,2011,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
6722,02254-06-006-000,1112,747,706,747,1945,1,1,0,2,1,131100,0,131100,131100,4,2012,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
6723,02254-06-014-000,1112,751,575,751,1945,1,1,2,2,2,232000,0,232000,240203,5,2011,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
6724,02254-06-014-000,1112,751,575,751,1945,1,1,2,2,2,130000,0,130000,130000,2,2011,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
6725,02254-07-014-000,1112,805,152,805,1941,1,1,3,2,1,80000,0,80000,80000,12,2011,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
6726,02254-07-015-000,1112,1205,364,705,1941,1,1,1,2,2,210000,6300,203700,204254,5,2012,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
6727,02254-07-020-000,1112,1504,647,647,1941,1,1,2,3,3,329000,5600,323400,343630,7,2010,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
6728,02254-08-011-000,1112,1442,0,0,1948,1,1,1,2,2,260000,0,260000,276264,7,2010,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
6729,02254-08-019-000,1112,1178,0,0,1953,1,1,1,3,2,215000,1900,213100,215998,1,2012,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
6730,02254-08-019-000,1112,1178,0,0,1953,1,1,1,3,2,98000,0,98000,98000,6,2011,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
6731,02254-09-006-000,1112,1006,0,1006,1951,1,1,3,3,2,235000,6500,228500,242794,7,2010,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
6732,02254-12-008-000,1112,1449,807,807,1949,1,1,1,3,2,190000,3750,186250,191822,7,2011,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
6733,02254-12-011-000,1112,1477,0,0,1949,1,1,1,2,1,152000,0,152000,152000,5,2012,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
6734,02254-17-003-000,1112,972,0,0,1952,1,1,1,2,2,155000,4440,150560,153017,12,2011,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
6735,02254-17-019-000,1112,1154,0,0,1952,1,1,0,3,2,135000,0,135000,135000,10,2011,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
6736,02254-18-009-000,1112,894,0,0,1948,1,1,1,3,1,119500,3000,116500,117451,3,2012,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
6737,02254-18-012-000,1112,1077,0,0,1947,1,1,2,3,2,225000,0,225000,226836,3,2012,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
6738,02254-18-012-000,1112,1077,0,0,1947,1,1,2,3,2,111500,0,111500,111500,4,2011,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
6739,02254-18-018-000,1112,816,0,0,1949,1,1,1,2,1,146000,4440,141560,145410,8,2011,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
6740,02254-19-005-000,1112,1062,0,0,1946,1,1,0,2,1,74500,0,74500,74500,1,2012,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
6741,02254-19-007-000,1112,860,860,860,1942,1,1,2,2,2,161000,0,161000,161000,8,2010,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
6742,02254-19-014-000,1112,1363,0,0,1946,1,1,1,2,2,220000,5316,214684,219355,10,2011,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
6743,02254-20-010-000,1112,720,650,720,1959,1,1,3,2,2,230000,2500,227500,234925,6,2011,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
6744,02254-20-010-000,1112,720,650,720,1959,1,1,3,2,2,115000,0,115000,115000,9,2010,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
6745,02254-21-005-000,1112,1015,0,0,1948,1,1,2,2,1,227000,0,227000,227617,5,2012,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
6746,02254-21-012-000,1112,1002,0,0,1947,1,1,2,3,2,230000,4000,226000,233376,6,2011,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
6747,02254-21-012-000,1112,1002,0,0,1947,1,1,2,3,2,113000,0,113000,113000,12,2010,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
6748,02254-22-002-000,1112,911,731,731,1941,1,1,1,2,2,244500,4500,240000,241306,4,2012,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
6749,02254-22-002-000,1112,911,731,731,1941,1,1,1,2,2,151577,0,151577,153638,1,2012,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
6750,02254-25-026-000,1114,684,0,0,1952,1,1,0,2,1,20100,0,20100,20100,1,2011,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1
6751,02254-25-028-000,1114,724,688,724,1962,1,1,2,2,2,157500,5000,152500,159839,3,2011,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1
6752,02254-25-028-000,1114,724,688,724,1962,1,1,2,2,2,65000,0,65000,65000,9,2010,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1
6753,02254-25-042-000,1114,635,0,0,1952,1,1,0,2,1,275000,0,275000,275000,3,2011,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1
6754,02254-25-043-000,1114,635,0,0,1952,1,1,0,2,1,275000,0,275000,275000,3,2011,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1
6755,02254-25-045-000,1114,659,0,0,1946,1,1,1,1,1,147000,0,147000,147000,4,2011,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1
6756,02254-25-046-000,1114,683,0,0,1946,1,1,1,1,1,147000,0,147000,147000,4,2011,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1
6757,02254-27-025-000,1112,1210,750,833,1944,1,1,1,2,2,237500,2500,235000,236917,3,2012,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
6758,02254-27-025-000,1112,1210,750,833,1944,1,1,1,2,2,152500,0,152500,152500,7,2011,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
6759,02254-27-035-000,1112,1411,149,834,1948,1,1,0,3,2,196000,0,196000,196000,10,2010,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
6760,02254-27-037-000,1112,2623,1100,1167,1931,1,2,2,4,4,590000,7000,583000,614713,10,2010,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1
6761,02254-29-005-000,1112,1074,974,1074,1951,1,1,2,2,2,221100,0,221100,223505,2,2012,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
6762,02254-29-005-000,1112,1074,974,1074,1951,1,1,2,2,2,168000,0,168000,168000,12,2010,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
6763,02254-29-008-000,1112,1027,0,0,1951,1,1,2,2,1,214000,4678,209322,215584,7,2011,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
6764,02254-29-014-000,1114,1086,0,0,2007,1,1,2,2,2,181000,2776,178224,182950,4,2011,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
6765,02254-32-016-000,1112,1167,0,0,1933,1,1,1,2,1,124000,0,124000,130408,11,2010,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
6766,02254-32-023-023,1130,1584,0,0,2007,1,2,2,3,3,207500,4000,203500,203500,5,2011,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
6767,02254-33-002-000,1112,1153,1053,1153,1955,1,1,0,3,2,235000,5000,230000,230626,5,2012,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
6768,02254-33-003-000,1112,926,826,926,1952,1,1,2,2,2,244900,7347,237553,240137,2,2012,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
6769,02254-33-003-000,1112,926,826,926,1952,1,1,2,2,2,130200,0,130200,130200,10,2011,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
6770,02254-33-014-000,1112,799,0,0,1922,1,1,2,2,1,134900,2500,132400,136721,6,2011,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
6771,02254-36-009-000,1112,1209,0,0,1951,1,1,1,3,1,240750,0,240750,241405,5,2012,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
6772,02254-38-014-000,1112,1045,0,0,1949,1,1,1,3,2,238000,5777,232223,232223,6,2012,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
6773,02254-38-014-000,1112,1045,0,0,1949,1,1,1,3,2,137100,0,137100,137100,1,2012,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
6774,02254-39-016-000,1112,1357,1255,1357,1956,1,1,2,2,2,286500,0,286500,288058,4,2012,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
6775,02254-40-009-000,1112,2283,573,637,1971,1,1,2,3,4,346000,4000,342000,351302,8,2011,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1
6776,02254-41-003-000,1112,1048,948,1048,1952,1,1,1,2,2,302500,0,302500,304145,4,2012,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
6777,02254-41-003-000,1112,1048,948,1048,1952,1,1,1,2,2,195000,0,195000,195000,8,2011,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
6778,02254-41-010-000,1112,1036,0,0,1948,1,1,2,2,2,212000,4500,207500,218787,10,2010,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
6779,02254-41-016-000,1112,1044,822,922,1922,1,1,2,1,2,295000,0,295000,310244,11,2010,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
6780,02261-02-006-000,1112,1052,0,342,1931,1,1,2,2,1,125000,3743,121257,125544,5,2011,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
6781,02261-03-002-000,1112,1056,0,0,2002,1,1,0,3,2,91000,1500,89500,91691,9,2011,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
6782,02261-03-008-000,1112,1424,598,698,1911,1,2,2,3,3,275000,0,275000,289211,11,2010,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1
6783,02261-04-007-000,1112,799,615,799,1910,1,1,3,2,2,199950,5700,194250,204816,10,2010,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
6784,02261-04-017-000,1112,1139,0,100,1887,1,1,0,2,1,159000,4500,154500,158282,9,2011,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
6785,02261-04-031-000,1112,1446,0,325,1901,1,1,0,3,2,200900,0,200900,201993,4,2012,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
6786,02261-06-015-000,1112,879,779,879,1926,1,1,2,2,2,246000,4000,242000,242000,6,2012,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
6787,02261-06-016-000,1112,943,843,943,1924,1,1,1,2,1,263900,0,263900,264618,5,2012,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
6788,02261-08-006-000,1112,966,432,715,1914,1,1,1,2,1,160000,5500,154500,159543,6,2011,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
6789,02261-08-020-000,1114,868,0,0,1957,1,1,0,3,1,58900,0,58900,58900,6,2012,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1
6790,02261-09-007-000,1112,1379,500,688,1912,1,1,2,3,3,325000,4500,320500,333575,3,2011,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
6791,02261-09-007-000,1112,1379,500,688,1912,1,1,2,3,3,112000,0,112000,112000,11,2010,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
6792,02261-09-008-000,1112,1112,467,567,1922,1,1,2,2,2,276000,0,276000,280504,12,2011,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
6793,02261-09-022-000,1112,1397,1297,1397,1924,1,1,1,3,2,238900,5500,233400,236574,1,2012,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
6794,02261-10-009-000,1112,1009,0,635,1910,1,1,1,2,1,232500,800,231700,236111,11,2011,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
6795,02261-10-010-000,1112,720,648,720,1942,1,1,3,2,2,137500,0,137500,145727,8,2010,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
6796,02261-11-012-000,1112,795,222,422,1942,1,1,1,2,1,165000,0,165000,166346,3,2012,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
6797,02261-11-014-000,1112,1040,930,1040,1940,1,1,0,3,2,189000,4000,185000,185503,5,2012,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
6798,02261-12-001-000,1112,1358,1258,1358,1929,1,1,3,2,2,208000,4300,203700,204254,5,2012,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
6799,02261-12-012-000,1112,1325,0,0,1890,1,1,0,3,2,100000,0,100000,100000,2,2012,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
6800,02261-12-017-000,1112,880,0,0,1890,1,1,0,2,1,152000,3000,149000,151026,1,2012,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
6801,02261-12-017-000,1112,880,0,0,1890,1,1,0,2,1,75000,0,75000,75000,5,2011,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
6802,02261-13-001-000,1112,956,782,882,1924,2,1,1,2,2,265000,2000,263000,263000,6,2012,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
6803,02261-13-001-000,1112,956,782,882,1924,2,1,1,2,2,155000,0,155000,155000,2,2012,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
6804,02261-13-005-000,1112,960,750,866,1925,1,1,2,2,2,250000,5500,244500,258465,9,2010,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
6805,02261-14-015-000,1112,1273,1146,1273,1929,1,1,2,2,2,123000,0,123000,123000,4,2011,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
6806,02261-14-019-000,1112,971,508,870,1916,1,1,2,2,2,195000,4300,190700,196924,6,2011,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
6807,02261-16-013-000,1112,1251,1151,1251,1914,1,1,2,3,2,219900,6200,213700,216025,2,2012,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
6808,02261-17-007-000,1112,1032,900,1032,1928,1,1,2,2,2,280500,0,280500,290418,5,2011,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
6809,02261-18-009-000,1112,2679,1232,1332,1922,1,2,2,4,4,140000,0,140000,140000,2,2012,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
6810,02261-18-009-000,1112,2679,1232,1332,1922,1,2,2,4,4,170000,0,170000,170000,6,2012,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
6811,02261-18-013-000,1112,2117,1290,1559,1910,3,2,2,4,4,270000,0,270000,278812,6,2011,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
6812,02261-18-014-000,1112,1218,1218,1218,1925,1,1,2,2,2,268500,2895,265605,273551,7,2011,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
6813,02261-18-014-000,1112,1218,1218,1218,1925,1,1,2,2,2,140000,0,140000,140000,4,2011,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
6814,02261-19-004-000,1112,884,884,884,1922,1,1,1,2,2,244000,3720,240280,244855,11,2011,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
6815,02261-19-007-000,1112,1930,570,1059,1921,1,2,2,3,4,166000,0,166000,166000,9,2010,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
6816,02261-19-016-000,1112,958,0,958,1916,1,1,1,2,1,215100,0,215100,222120,6,2011,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
