,parcel,nbhd,abstrprd,livearea,finbsmnt,basement,yrbuilt,condition,quality,totunits,stories,gartype,nocars,xtraffic,floorlvl,numbdrm,numbaths,arcstyle,sprice,deduct,netprice,tasp,smonth,syear,qualified,status
18105,06052-25-022-000,606,1112,1457,0,0,1951,AVG,C,1,1,Att,1,,,4,2,ONE-STORY,262000,3300,258700,263878,9,2011,Q,I
18106,06052-26-013-000,606,1112,1598,0,0,1952,AVG,B,1,1,Det,2,,,2,2,ONE-STORY,200000,0,200000,200000,12,2010,U,I
18107,06052-26-025-000,606,1112,1412,0,0,1951,AVG,B,1,1,None,0,,,2,1,ONE-STORY,250000,0,250000,250000,5,2011,U,I
18108,06052-26-027-000,606,1112,1090,0,0,1951,AVG,B,1,1,Att,1,,,2,1,ONE-STORY,242300,0,242300,242300,10,2011,U,I
18109,06052-26-028-000,606,1112,1089,0,0,1951,AVG,C,1,1,Att,1,,,2,1,ONE-STORY,253500,5000,248500,256790,3,2011,Q,I
18110,06052-27-001-000,606,1112,943,896,943,1946,AVG,C,1,1,Att,2,,,2,3,ONE-STORY,265000,5940,259060,260788,3,2012,Q,I
18111,06052-27-001-000,606,1112,943,896,943,1946,AVG,C,1,1,Att,2,,,2,3,ONE-STORY,157500,0,157500,157500,3,2011,U,I
18112,06052-27-007-000,606,1112,1013,613,1013,1942,AVG,C,1,1,Det,3,,,2,2,ONE-STORY,327379,5061,322318,337372,9,2010,Q,I
18113,06052-28-007-000,606,1112,950,855,950,1939,AVG,C,1,1,Det,1,,,2,2,ONE-STORY,318500,0,318500,319208,5,2012,Q,I
18114,06052-29-002-000,606,1112,881,617,881,1947,AVG,C,1,1,Att,1,,,2,2,ONE-STORY,275000,0,275000,281116,8,2011,Q,I
18115,06052-29-014-000,606,1112,1273,807,849,1950,Good,C,1,1,Att,1,,,2,2,ONE-STORY,197500,0,197500,197500,3,2012,U,I
18116,06052-29-015-000,606,1112,752,714,752,1948,AVG,C,1,1,Att,1,,,2,2,ONE-STORY,185000,0,185000,185000,3,2012,U,I
18117,06052-30-003-000,606,1112,1296,1166,1296,1948,AVG,C,1,1,Att,1,,,3,2,ONE-STORY,345000,5000,340000,340000,6,2012,Q,I
18118,06052-30-012-000,606,1112,1051,998,1051,1941,AVG,C,1,1,Det,2,,,2,2,ONE-STORY,305000,0,305000,319245,9,2010,Q,I
18119,06052-30-015-000,606,1112,1231,0,0,1942,Good,C,1,1,det/CP,2,,,3,1,ONE-STORY,322500,0,322500,322500,6,2012,Q,I
18120,06052-30-018-000,606,1112,1545,1391,1545,1948,AVG,C,1,1,Det,2,,,3,2,ONE-STORY,355000,0,355000,369211,12,2010,Q,I
18121,06052-31-002-000,606,1112,3546,0,2593,2011,AVG,B,1,2,Att/Det,5,,,2,4,ONE AND HALF-STORY,345000,0,345000,355742,4,2011,Q,I
18122,06052-31-002-000,606,1112,3546,0,2593,2011,AVG,B,1,2,Att/Det,5,,,2,4,ONE AND HALF-STORY,345000,0,345000,345000,5,2011,Q,V
18123,06052-31-009-000,606,1112,1139,844,938,1951,AVG,C,1,1,Det,1,,,3,2,ONE-STORY,318000,500,317500,323855,9,2011,Q,I
18124,06052-31-013-000,606,1112,1421,1293,1361,1948,AVG,C,1,1,Det,3,,,2,2,ONE-STORY,365000,4000,361000,370634,6,2011,Q,I
18125,06052-31-014-000,606,1112,2168,695,772,1950,AVG,C,1,2,Att,2,,,4,3,TWO-STORY,189635,0,189635,189635,5,2011,U,I
18126,06052-31-015-000,606,1112,894,727,808,1950,AVG,C,1,1,Att,1,,,2,2,ONE-STORY,270000,4800,265200,265200,6,2012,Q,I
18127,06052-31-017-000,606,1112,937,843,937,1951,AVG,C,1,1,Det,1,,,2,2,ONE-STORY,295000,6400,288600,289884,4,2012,Q,I
18128,06052-32-001-000,606,1112,3139,1156,1552,2007,AVG,B,1,2,Att,3,,,4,6,TWO-STORY,602000,0,602000,602000,8,2011,U,I
18129,06052-32-004-000,606,1112,941,0,0,1942,AVG,C,1,1,Att,1,,,2,1,ONE-STORY,226000,5500,220500,224423,10,2011,Q,I
18130,06052-32-011-000,606,1112,826,0,0,1942,AVG,C,1,1,Att,1,,,2,1,ONE-STORY,245000,5000,240000,242135,2,2012,Q,I
18131,06052-33-009-009,606,1130,1219,0,0,1944,AVG,C,1,2,None,0,,1.0,2,3,MIDDLE UNIT,43600,0,43600,43600,11,2011,U,I
18132,06052-33-021-021,606,1130,838,0,0,1944,AVG,C,1,2,None,0,,1.0,2,1,MIDDLE UNIT,39900,0,39900,39900,3,2011,U,I
18133,06052-33-022-022,606,1130,838,0,0,1944,AVG,C,1,2,None,0,,1.0,2,1,MIDDLE UNIT,34050,0,34050,34050,4,2012,U,I
18134,06052-36-006-000,679,1112,2770,0,0,1956,AVG,B,1,1,Det,2,,,4,4,TRI-LEVEL,414900,4000,410900,419125,9,2011,Q,I
18135,06052-36-006-000,679,1112,2770,0,0,1956,AVG,B,1,1,Det,2,,,4,4,TRI-LEVEL,218000,0,218000,218000,12,2010,U,I
18136,06053-03-016-000,606,1112,1282,0,0,1947,AVG,C,1,1,Det,2,,,2,1,ONE-STORY,104819,0,104819,104819,7,2010,U,I
18137,06053-04-001-000,606,1112,1044,939,1044,1940,AVG,C,1,1,Det,2,,,2,2,ONE-STORY,305000,0,305000,314496,4,2011,Q,I
18138,06053-04-002-000,606,1112,914,823,914,1938,AVG,C,1,1,Det,2,,,2,2,ONE-STORY,316600,0,316600,324345,7,2011,Q,I
18139,06053-04-017-000,606,1112,3251,0,1565,2006,AVG,B,1,2,Att,2,,,4,4,TWO-STORY,635000,0,635000,639237,3,2012,Q,I
18140,06053-05-007-000,606,1112,855,0,0,1941,AVG,C,1,1,Det,1,,,2,1,ONE-STORY,145000,0,145000,145000,12,2010,U,I
18141,06053-07-005-000,606,1112,3204,0,817,1948,AVG,B,1,2,Det,2,,,4,3,TWO-STORY,525000,0,525000,547184,11,2010,Q,I
18142,06053-08-003-000,606,1112,2761,968,968,1949,AVG,C,1,1,Att,2,,,6,4,ONE-STORY,420000,0,420000,434011,3,2011,Q,I
18143,06053-10-003-000,606,1112,1160,1044,1160,1948,Good,C,1,1,Det,1,,,3,2,ONE-STORY,370000,1500,368500,384891,10,2010,Q,I
18144,06053-11-109-000,606,1114,1386,630,693,1995,AVG,B,1,2,Det,2,,,2,4,MIDDLE UNIT,300000,0,300000,306250,7,2011,Q,I
18145,06053-11-132-000,606,1114,1386,658,693,1996,AVG,B,1,2,Det,2,,,2,4,MIDDLE UNIT,316000,2500,313500,325375,10,2010,Q,I
18146,06053-11-133-000,606,1114,1386,0,693,1996,AVG,B,1,2,Det,2,,,2,3,MIDDLE UNIT,280000,0,280000,283182,12,2011,Q,I
18147,06053-11-134-000,606,1114,576,547,576,1996,AVG,B,1,1,Det,2,,,2,2,END UNIT,179500,3250,176250,179254,9,2011,Q,I
18148,06053-11-138-000,606,1114,1386,658,693,1997,AVG,B,1,2,Det,2,,,2,4,MIDDLE UNIT,290000,0,290000,297689,4,2011,Q,I
18149,06053-11-143-000,606,1114,576,547,576,1997,AVG,B,1,1,Det,2,,,1,2,MIDDLE UNIT,195000,0,195000,200909,2,2011,Q,I
18150,06053-11-145-000,606,1114,1970,555,693,1997,AVG,B,1,3,Det,2,,,3,4,MIDDLE UNIT,295000,0,295000,303939,2,2011,Q,I
18151,06053-11-166-000,606,1114,576,547,576,1997,AVG,B,1,1,Det,2,,,0,2,MIDDLE UNIT,198000,0,198000,202875,5,2011,Q,I
18152,06053-11-174-000,606,1114,1904,649,683,1997,AVG,B,1,3,Det,2,,,2,4,END UNIT,342500,0,342500,357419,7,2010,Q,I
18153,06053-14-012-000,606,1112,1489,1190,1253,1954,Good,C,1,1,Att,2,,,3,3,ONE-STORY,475000,4400,470600,476880,12,2011,Q,I
18154,06053-16-006-000,606,1112,775,0,0,1941,AVG,C,1,1,Att,1,,,2,1,ONE-STORY,185000,0,185000,185000,2,2012,U,I
18155,06053-17-010-000,606,1112,950,855,855,1939,AVG,C,1,1,Det,1,,,2,2,ONE-STORY,280000,1750,278250,286914,4,2011,Q,I
18156,06053-17-014-000,606,1112,1176,0,0,1947,AVG,C,1,1,att/CP,4,,,2,2,ONE-STORY,225000,750,224250,235222,8,2010,Q,I
18157,06053-18-003-000,606,1112,1103,224,491,1948,AVG,C,1,1,Det,1,,,3,2,ONE-STORY,219500,0,219500,219500,10,2010,U,I
18158,06053-18-004-000,606,1112,2946,0,1151,2012,AVG,B,1,2,Det,2,,,4,3,TWO-STORY,190000,0,190000,190000,11,2011,Q,V
18159,06053-18-004-000,606,1112,2946,0,1151,2012,AVG,B,1,2,Det,2,,,4,3,TWO-STORY,625000,10935,614065,615431,5,2012,Q,I
18160,06053-18-006-000,606,1112,1218,1157,1218,1949,Good,C,1,1,Det,1,,,3,3,ONE-STORY,365000,0,365000,378800,1,2011,Q,I
18161,06053-18-009-000,679,1112,2373,1162,1223,1940,Good,B,1,2,Det,2,,,3,4,TWO-STORY,605000,3328,601672,603010,5,2012,Q,I
18162,06053-19-010-000,606,1112,1527,0,0,1954,AVG,C,1,1,Det,2,,,3,2,ONE-STORY,275000,2500,272500,285227,9,2010,Q,I
18163,06053-20-001-000,606,1112,1365,0,0,1946,AVG,C,1,1,Det,4,,,2,1,ONE-STORY,219000,0,219000,227280,1,2011,Q,I
18164,06053-20-001-000,606,1112,1365,0,0,1946,AVG,C,1,1,Det,4,,,2,1,ONE-STORY,175000,0,175000,175000,10,2010,U,I
18165,06053-21-006-000,606,1112,1364,0,0,1948,Good,C,1,1,Det,2,,,3,2,ONE-STORY,333000,0,333000,341147,7,2011,Q,I
18166,06053-21-008-000,606,1112,1361,0,0,1949,AVG,B,1,1,Det,2,,,3,2,ONE-STORY,243500,0,243500,243500,3,2012,U,I
18167,06053-22-003-000,606,1112,1699,675,1350,1963,AVG,B,1,1,Att,1,,,3,2,ONE-STORY,295000,0,295000,295000,12,2010,U,I
18168,06053-23-008-000,606,1112,1717,0,0,1951,Good,C,1,1,Det,2,,,3,2,ONE-STORY,357000,2000,355000,360527,11,2011,Q,I
18169,06053-23-016-000,606,1112,2555,1387,1541,2011,AVG,B,1,2,Att,2,,,4,4,TWO-STORY,200000,0,200000,200000,5,2011,Q,V
18170,06053-23-017-000,606,1112,2354,1161,1290,2012,AVG,B,1,2,Att,2,,,3,5,TWO-STORY,200000,0,200000,200000,5,2011,Q,V
18171,06053-24-011-000,606,1112,1690,0,0,1947,AVG,B,1,2,Att,1,,,3,2,TWO-STORY,350000,1500,348500,360901,2,2011,Q,I
18172,06053-28-001-000,606,1112,1472,0,0,1949,AVG,C,1,1,Det,2,,,3,3,ONE-STORY,295000,3000,292000,300442,5,2011,Q,I
18173,06053-28-002-000,606,1112,1084,1084,1084,1947,Good,C,1,1,Att,1,,,2,2,ONE-STORY,375000,5500,369500,386757,9,2010,Q,I
18174,06053-29-012-000,606,1112,2448,0,0,1947,AVG,C,1,1,None,0,,,4,3,ONE-STORY,368000,6000,362000,378907,9,2010,Q,I
18175,06053-29-014-000,606,1112,1369,0,0,1947,AVG,C,1,1,Det,3,,,3,1,ONE-STORY,268250,1250,267000,272344,9,2011,Q,I
18176,06053-30-006-000,606,1112,1603,381,545,1942,Good,C,1,2,Det,2,,,3,2,ONE AND HALF-STORY,396000,0,396000,396881,5,2012,Q,I
18177,06053-30-006-000,606,1112,1603,381,545,1942,Good,C,1,2,Det,2,,,3,2,ONE AND HALF-STORY,217500,0,217500,217500,5,2011,U,I
18178,06053-32-012-000,606,1112,1424,0,0,1948,AVG,C,1,1,None,0,,,3,1,ONE-STORY,210000,0,210000,210000,2,2011,U,I
18179,06053-33-001-000,606,1112,1060,0,0,1946,AVG,C,1,1,Att,1,,,2,1,ONE-STORY,220000,3500,216500,220833,9,2011,Q,I
18180,06053-33-011-000,606,1112,1952,0,0,1948,AVG,C,1,1,Att/Det,3,,,3,3,ONE-STORY,226400,0,226400,226904,5,2012,Q,I
18181,06053-36-008-000,679,1112,1712,1258,1398,1938,Good,B,1,1,Att,1,,,3,2,ONE-STORY,481900,0,481900,492617,8,2011,Q,I
18182,06053-36-010-000,679,1112,1596,896,996,1938,AVG,B,1,2,Det,2,,,3,3,ONE AND HALF-STORY,420000,8000,412000,415665,2,2012,Q,I
18183,06053-37-002-000,607,1112,3360,1461,1592,2005,AVG,B,1,2,Det,2,,,3,4,TWO-STORY,735000,0,735000,770962,8,2010,Q,I
18184,06053-37-007-000,607,1112,2537,1265,1311,1949,AVG,B,1,2,Det,2,,,3,4,TWO-STORY,560000,2500,557500,583537,9,2010,Q,I
18185,06053-38-012-000,607,1112,1584,645,1291,1941,AVG,B,1,1,Det,2,,,2,3,ONE-STORY,398600,0,398600,400373,4,2012,Q,I
18186,06053-38-025-000,607,1112,899,786,873,1925,AVG,C,1,1,Att,1,,,2,1,ONE-STORY,300000,1300,298700,312650,9,2010,Q,I
18187,06053-39-005-000,607,1112,1657,810,901,1949,AVG,B,1,2,Att,1,,,3,2,ONE AND HALF-STORY,373000,4300,368700,382640,1,2011,Q,I
18188,06053-39-007-000,607,1112,2195,1223,1223,1951,AVG,C,1,1,Att,2,,,2,4,ONE-STORY,415000,0,415000,436228,7,2010,Q,I
18189,06053-39-030-000,607,1112,2832,1357,1612,2007,AVG,A,1,2,Att,2,,,3,4,TWO-STORY,825000,900,824100,827766,4,2012,Q,I
18190,06053-40-020-000,607,1112,1055,950,1055,1942,AVG,C,1,1,det/CP,2,,,2,2,ONE-STORY,317500,0,317500,328798,2,2011,Q,I
18191,06053-40-022-000,607,1112,1442,1084,1204,1947,AVG,C,1,1,Det,2,,,2,3,ONE-STORY,430000,0,430000,440520,7,2011,Q,I
18192,06053-40-024-000,607,1112,1156,1040,1156,1948,AVG,C,1,1,Det,1,,,3,2,ONE-STORY,295000,0,295000,295000,4,2012,U,I
18193,06053-40-026-000,607,1112,935,841,935,1943,AVG,C,1,1,Att,1,,,2,1,ONE-STORY,337500,0,337500,348008,4,2011,Q,I
18194,06053-40-027-000,607,1112,1733,766,806,1948,Good,B,1,2,Att,1,,,3,3,TWO-STORY,568000,0,568000,581896,7,2011,Q,I
18195,06053-41-002-000,607,1112,933,840,933,1947,AVG,C,1,1,Att,1,,,2,2,ONE-STORY,283500,3500,280000,289341,3,2011,Q,I
18196,06053-41-011-000,607,1112,1726,777,863,1941,Good,B,1,2,Det,2,,,3,4,TWO-STORY,572500,0,572500,575046,4,2012,Q,I
18197,06053-41-013-000,678,1112,1683,1515,1683,1941,AVG,B,1,1,Det,2,,,3,2,ONE-STORY,435000,6000,429000,429000,7,2010,Q,I
18198,06053-41-014-000,678,1112,2826,1479,1557,1941,AVG,B,1,2,Att,3,,,4,3,TWO-STORY,647250,2000,645250,645250,1,2011,Q,I
18199,06053-41-017-000,607,1112,1005,904,1005,1941,AVG,C,1,1,Att,1,,,2,2,ONE-STORY,295000,6500,288500,298766,2,2011,Q,I
18200,06053-41-021-000,607,1112,3251,1444,1604,2006,AVG,A,1,2,Det,2,,,3,4,TWO-STORY,865000,0,865000,865000,6,2012,Q,I
18201,06053-41-022-000,607,1112,1540,776,944,1949,AVG,C,1,1,Det,2,,,3,3,ONE-STORY,328300,0,328300,338522,4,2011,Q,I
18202,06053-42-015-000,607,1112,2209,0,0,1949,AVG,B,1,1,Att,2,,,4,3,ONE-STORY,534600,0,534600,534600,5,2012,U,I
18203,06053-42-015-000,607,1112,2209,0,0,1949,AVG,B,1,1,Att,2,,,4,3,ONE-STORY,275000,0,275000,275000,2,2012,U,I
18204,06053-43-003-000,607,1112,3096,1356,1507,2012,AVG,B,1,2,Det,2,,,3,4,TWO-STORY,255000,0,255000,260104,9,2011,U,I
18205,06053-43-003-000,607,1112,3096,1356,1507,2012,AVG,B,1,2,Det,2,,,3,4,TWO-STORY,255000,0,255000,255000,10,2011,Q,V
18206,06053-43-006-000,607,1112,1476,686,1056,1951,AVG,C,1,1,Att,2,,,3,2,ONE-STORY,321000,0,321000,328139,8,2011,Q,I
18207,06053-43-013-000,678,1112,2188,0,209,1938,AVG,B,1,1,Det,1,,,3,2,TRI-LEVEL WITH BASEMENT,430000,0,430000,430000,6,2011,Q,I
18208,06053-43-031-000,607,1112,3128,1107,1476,2005,AVG,B,1,2,Att,3,,,4,4,TWO-STORY,685000,9670,675330,679836,3,2012,Q,I
18209,06053-43-032-000,607,1112,3409,1426,1584,2007,AVG,B,1,2,Att,3,,,4,5,TWO-STORY,825000,0,825000,858026,12,2010,Q,I
18210,06053-43-033-000,607,1112,2796,784,1398,2009,AVG,B,1,2,Det,2,,,3,4,TWO-STORY,770000,0,770000,775137,3,2012,Q,I
18211,06053-43-033-000,607,1112,2796,784,1398,2009,AVG,B,1,2,Det,2,,,3,4,TWO-STORY,745000,0,745000,745000,9,2010,U,I
18212,06053-44-001-000,607,1112,1167,635,668,1946,AVG,C,1,1,Det,2,,,2,2,ONE-STORY,295000,0,295000,298280,1,2012,Q,I
18213,06053-44-006-000,607,1112,1544,812,812,1946,AVG,C,1,2,Att,2,,,3,3,ONE AND HALF-STORY,422500,0,422500,434715,5,2011,Q,I
18214,06053-44-008-000,607,1112,3336,1563,1737,2008,Good,A,1,2,Att,3,,,4,6,TWO-STORY,1427000,1200,1425800,1425800,6,2012,Q,I
18215,06053-44-010-000,607,1112,1330,1074,1074,1938,AVG,B,1,1,Att,1,,,2,2,ONE-STORY,362500,0,362500,367337,12,2011,Q,I
18216,06053-45-002-000,607,1112,3126,1175,1563,2011,AVG,B,1,2,Det,2,,,3,4,TWO-STORY,231500,0,231500,231500,10,2010,Q,V
18217,06053-45-002-000,607,1112,3126,1175,1563,2011,AVG,B,1,2,Det,2,,,3,4,TWO-STORY,817170,0,817170,840796,5,2011,Q,I
18218,06053-45-006-000,607,1112,1148,613,681,1946,Good,C,1,1,Att,2,,,2,2,ONE-STORY,423250,0,423250,424191,5,2012,Q,I
18219,06053-45-021-000,607,1112,1253,0,0,1951,AVG,C,1,1,Det,2,,,2,2,ONE-STORY,285000,1500,283500,284131,5,2012,Q,I
18220,06053-45-026-000,607,1112,1076,1066,1066,1940,AVG,C,1,1,Det,1,,,2,2,ONE-STORY,269900,0,269900,269900,3,2012,U,I
18221,06053-45-028-000,607,1112,1294,338,338,1941,Good,C,1,1,Att,1,,,2,2,ONE-STORY,350000,0,350000,351557,4,2012,Q,I
18222,06053-45-038-038,678,1130,760,0,0,1939,AVG,B,1,1,None,0,,3.0,1,1,END UNIT,155000,0,155000,155000,6,2011,Q,I
18223,06053-46-007-000,678,1112,1787,0,0,1949,AVG,B,1,1,Att,2,,,3,2,ONE-STORY,255000,0,255000,255000,7,2011,U,I
18224,06053-46-012-000,679,1112,1490,0,0,1951,AVG,B,1,1,Att,2,,,2,1,ONE-STORY,250000,0,250000,250000,11,2011,U,I
18225,06053-46-015-000,678,1112,3015,945,995,1994,AVG,A,1,2,Att,2,,,3,5,TWO-STORY,825000,0,825000,825000,6,2012,Q,I
18226,06053-47-049-000,606,1114,1191,0,0,1984,AVG,C,1,2,Att,3,,1.0,2,2,END UNIT,170000,0,170000,174507,4,2011,Q,I
18227,06053-47-068-000,606,1114,1185,0,0,1984,AVG,C,1,2,Att,3,,1.0,2,2,MIDDLE UNIT,213000,0,213000,213807,4,2012,Q,I
18228,06053-47-091-000,606,1114,1191,0,0,1985,AVG,C,1,2,Att,3,,1.0,2,3,END UNIT,190000,0,190000,190360,5,2012,Q,I
18229,06053-47-091-000,606,1114,1191,0,0,1985,AVG,C,1,2,Att,3,,1.0,2,3,END UNIT,187500,0,187500,187500,3,2011,U,I
18230,06053-48-034-034,606,1130,959,0,0,1984,AVG,B,1,1,None,0,,4.0,2,2,MIDDLE UNIT,170000,4000,166000,166000,5,2012,Q,I
18231,06053-48-048-048,606,1130,687,0,0,1984,AVG,B,1,1,None,0,,5.0,1,1,MIDDLE UNIT,119750,4059,115691,115691,3,2011,Q,I
18232,06054-01-002-000,604,1112,1082,0,0,1946,AVG,C,1,1,Att/Det,4,,,2,1,ONE-STORY,257705,0,257705,266302,3,2011,Q,I
18233,06054-01-004-000,604,1112,1053,0,0,1946,AVG,C,1,1,Det,3,,,2,1,ONE-STORY,209000,0,209000,215507,4,2011,Q,I
18234,06054-01-010-000,604,1112,817,776,817,1945,Good,C,1,1,Det,3,,,2,2,ONE-STORY,236250,6500,229750,230261,5,2012,Q,I
18235,06054-02-001-000,604,1112,1255,0,0,1947,AVG,C,1,1,Det,2,,,3,1,ONE-STORY,255000,0,255000,260671,8,2011,Q,I
18236,06054-02-004-000,604,1112,1408,0,0,1947,AVG,C,1,1,Att,1,,,3,2,ONE-STORY,310000,0,310000,310689,5,2012,Q,I
18237,06054-02-011-000,604,1112,1420,0,0,1947,AVG,C,1,1,Det,2,,,3,2,ONE-STORY,293000,6000,287000,301042,8,2010,Q,I
18238,06054-04-012-000,605,1112,1818,865,1081,1942,AVG,C,1,2,Att,2,,,3,3,ONE AND HALF-STORY,426000,600,425400,426346,5,2012,Q,I
18239,06054-05-002-000,605,1112,2070,891,991,1930,AVG,C,1,2,Det,4,,,2,3,TWO-STORY,375000,0,375000,375000,4,2012,U,I
18240,06054-08-004-000,679,1112,1797,916,1078,1938,AVG,B,1,2,Det,2,,,3,3,ONE AND HALF-STORY,326022,0,326022,326022,12,2010,U,I
18241,06054-09-009-000,679,1112,2162,807,897,1940,Good,B,1,2,Att,2,,,3,3,TWO-STORY,500000,0,500000,514456,5,2011,Q,I
18242,06054-09-010-000,679,1112,3064,455,570,1940,Good,B,1,2,Det,2,,,4,4,TWO-STORY,590000,0,590000,605746,6,2011,Q,I
18243,06054-11-006-000,604,1112,1730,576,607,1916,AVG,B,1,2,Det,3,,,2,2,TWO-STORY,435000,3900,431100,452193,8,2010,Q,I
18244,06054-11-007-000,604,1112,1688,689,1380,1910,AVG,B,1,1,Det,2,,,2,2,ONE-STORY,365000,0,365000,374741,6,2011,Q,I
18245,06054-14-007-000,604,1112,845,760,845,1952,AVG,C,1,1,Det,1,,,2,2,ONE-STORY,255000,4788,250212,258559,3,2011,Q,I
18246,06054-14-007-000,604,1112,845,760,845,1952,AVG,C,1,1,Det,1,,,2,2,ONE-STORY,276000,0,276000,276000,1,2011,U,I
18247,06054-15-019-000,604,1112,796,756,796,1945,AVG,C,1,1,Det,2,,,2,2,ONE-STORY,259000,0,259000,262456,12,2011,Q,I
18248,06054-15-019-000,604,1112,796,756,796,1945,AVG,C,1,1,Det,2,,,2,2,ONE-STORY,198500,0,198500,198500,4,2011,U,I
18249,06054-15-021-000,604,1112,800,760,800,1945,AVG,C,1,1,Det,1,,,2,2,ONE-STORY,269500,0,269500,280046,11,2010,Q,I
18250,06054-17-015-000,604,1112,790,437,790,1952,AVG,C,1,1,None,0,,,2,2,ONE-STORY,205100,0,205100,205556,5,2012,Q,I
18251,06054-19-011-000,604,1112,1635,538,1050,1948,Good,C,1,1,Det,2,,,3,3,ONE-STORY,426000,0,426000,440211,3,2011,Q,I
18252,06054-19-016-000,604,1112,913,437,485,1923,AVG,B,1,1,Det,1,,,2,1,ONE-STORY,257000,0,257000,261573,10,2011,Q,I
18253,06054-21-001-000,604,1112,872,872,872,1947,AVG,C,1,1,Det,3,,,2,1,ONE-STORY,225000,0,225000,225000,3,2011,U,I
18254,06054-22-005-000,679,1112,1122,595,626,1932,Good,B,1,1,Det,2,,,2,2,ONE-STORY,420000,0,420000,441484,7,2010,Q,I
18255,06054-22-006-000,679,1112,1641,1102,1224,1939,AVG,B,1,1,Det,2,,,2,2,ONE-STORY,435000,0,435000,435967,5,2012,Q,I
18256,06054-24-012-000,604,1112,1109,772,858,1948,Good,C,1,1,Det,2,,,2,2,ONE-STORY,321400,2400,319000,328223,5,2011,Q,I
18257,06054-24-012-000,604,1112,1109,772,858,1948,Good,C,1,1,Det,2,,,2,2,ONE-STORY,227900,0,227900,227900,12,2010,U,I
18258,06054-26-001-000,604,1112,993,943,993,1947,AVG,C,1,1,Det,1,,,2,2,ONE-STORY,317679,0,317679,320505,2,2012,Q,I
18259,06054-26-013-000,604,1112,998,998,998,1947,AVG,C,1,1,Det,1,,,2,2,ONE-STORY,246000,0,246000,250377,10,2011,Q,I
18260,06054-27-013-000,604,1112,2046,929,1032,1972,AVG,C,1,2,Det,3,,,4,4,TWO-STORY,263000,0,263000,263000,9,2011,U,I
18261,06054-29-011-000,604,1112,2208,0,0,1949,Good,C,1,2,Det,2,,,4,3,TWO-STORY,455000,0,455000,455000,6,2012,Q,I
18262,06054-29-011-000,604,1112,2208,0,0,1949,Good,C,1,2,Det,2,,,4,3,TWO-STORY,173000,0,173000,173000,9,2011,U,I
18263,06054-29-015-000,604,1112,2306,0,0,1950,AVG,C,1,2,Att/Det,3,,,4,3,TWO-STORY,164500,0,164500,164866,5,2012,Q,I
18264,06054-30-008-000,604,1112,962,0,0,1950,AVG,C,1,1,Att,1,,,2,1,ONE-STORY,169000,3380,165620,166725,3,2012,Q,I
18265,06054-30-008-000,604,1112,962,0,0,1950,AVG,C,1,1,Att,1,,,2,1,ONE-STORY,119500,0,119500,119500,10,2010,U,I
18266,06054-30-010-000,604,1112,2306,0,0,1950,AVG,C,1,2,Att/Det,3,,,4,3,TWO-STORY,169740,0,169740,170118,5,2012,Q,I
18267,06054-30-014-000,604,1112,1814,0,0,1949,Good,C,1,1,Att,2,,,3,3,ONE-STORY,144000,0,144000,144000,11,2011,U,I
18268,06054-32-011-000,604,1112,3205,956,1915,2006,AVG,B,1,2,Att,2,,,4,6,TWO-STORY,600000,0,600000,600000,3,2011,U,I
18269,06054-32-012-000,604,1112,3205,1122,1915,2006,AVG,B,1,2,Att,2,,,4,6,TWO-STORY,545000,0,545000,545000,2,2011,U,I
18270,06054-33-007-000,604,1112,2661,0,0,1914,Good,B,1,1,Att,2,,,4,3,ONE-STORY,900000,0,900000,902002,5,2012,Q,I
18271,06054-33-010-000,604,1112,3439,0,501,1891,Good,B,1,3,Det,2,,,4,4,TWO AND HALF-STORY,750000,0,750000,786696,8,2010,Q,I
18272,06054-34-002-000,604,1112,2092,0,0,1958,AVG,C,1,1,Att,1,,,4,2,TRI-LEVEL,309000,0,309000,313811,11,2011,Q,I
18273,06054-34-012-000,604,1112,1558,944,1147,1952,AVG,C,1,1,Att,1,,,3,2,ONE-STORY,320000,4600,315400,315400,6,2012,Q,I
18274,06054-36-002-000,604,1112,1206,1146,1206,1948,Good,C,1,1,Att,1,,,2,2,ONE-STORY,370000,0,370000,379052,7,2011,Q,I
18275,06054-36-012-000,604,1112,2339,0,0,1940,Good,B,1,1,Det,2,,,3,3,ONE-STORY,620000,0,620000,636547,6,2011,Q,I
18276,06054-37-004-000,604,1112,3527,1202,1336,2005,AVG,A,1,2,Att,2,,,5,4,TWO-STORY,779000,0,779000,791127,11,2011,Q,I
18277,06054-40-004-000,604,1112,1445,816,907,1947,AVG,C,1,1,Det,2,,,3,2,ONE-STORY,286000,0,286000,286000,11,2011,U,I
18278,06054-40-016-000,604,1112,1852,776,862,1952,AVG,B,1,1,Att,2,,,3,2,ONE-STORY,445000,13350,431650,450850,10,2010,Q,I
18279,06054-42-007-000,604,1112,1708,0,0,1952,AVG,B,1,1,Det,3,,,3,2,ONE-STORY,340000,0,340000,343781,1,2012,Q,I
18280,06054-42-007-000,604,1112,1708,0,0,1952,AVG,B,1,1,Det,3,,,3,2,ONE-STORY,200000,0,200000,200000,5,2011,U,I
18281,06054-43-002-000,604,1112,1261,1225,1225,1951,AVG,B,1,1,Att,1,,,3,2,ONE-STORY,349800,4800,345000,347302,3,2012,Q,I
18282,06054-43-004-000,604,1112,2012,0,498,1896,AVG,B,1,2,None,0,,,5,2,TWO-STORY,430000,0,430000,443388,4,2011,Q,I
