,parcel,nbhd,abstrprd,livearea,finbsmnt,basement,yrbuilt,condition,quality,totunits,stories,gartype,nocars,xtraffic,floorlvl,numbdrm,numbaths,arcstyle,sprice,deduct,netprice,tasp,smonth,syear,qualified,status
8972,02331-12-033-033,233,1130,1028,0,0,1908,AVG,B,1,1,None,0,,5.0,0,1,MIDDLE UNIT,312385,0,312385,316226,4,2012,Q,I
8973,02331-13-064-064,233,1130,3844,0,0,2011,AVG,X,1,1,None,0,,6.0,3,4,END UNIT,3290900,0,3290900,3290900,9,2011,U,I
8974,02331-13-065-065,233,1130,2882,0,0,2011,AVG,X,1,1,None,0,,6.0,2,4,END UNIT,3290900,0,3290900,3290900,9,2011,U,I
8975,02331-15-058-058,233,1130,2409,0,0,2000,AVG,A,1,1,None,0,,7.0,2,2,MIDDLE UNIT,927000,0,927000,1029577,12,2010,Q,I
8976,02331-15-069-069,233,1130,1752,0,0,2000,AVG,A,1,1,None,0,,8.0,2,2,MIDDLE UNIT,604500,0,604500,660242,3,2011,Q,I
8977,02331-16-040-040,233,1130,1782,0,0,1979,Good,B,1,1,None,0,,4.0,3,2,END UNIT,524999,0,524999,524999,12,2010,Q,I
8978,02331-16-067-067,233,1130,2313,0,0,1979,AVG,B,1,1,None,0,,9.0,3,3,END UNIT,700000,0,700000,700000,6,2012,Q,I
8979,02331-16-085-085,233,1130,2313,0,0,1979,Good,B,1,1,None,0,,12.0,3,3,END UNIT,685000,0,685000,685000,1,2012,Q,I
8980,02331-16-086-086,233,1130,1594,0,0,1979,AVG,B,1,1,None,0,,12.0,2,2,MIDDLE UNIT,410000,0,410000,410000,6,2012,Q,I
8981,02331-16-093-093,233,1130,1315,0,0,1979,AVG,B,1,1,None,0,,13.0,2,2,MIDDLE UNIT,355000,3000,352000,352000,4,2011,Q,I
8982,02331-16-097-097,233,1130,2313,0,0,1979,Good,B,1,1,None,0,,14.0,3,2,END UNIT,792500,0,792500,792500,11,2010,Q,I
8983,02331-16-110-110,233,1130,1728,0,0,1979,AVG,B,1,1,None,0,,16.0,2,2,MIDDLE UNIT,440000,0,440000,440000,5,2012,U,I
8984,02331-16-116-116,233,1130,1594,0,0,1979,AVG,B,1,1,None,0,,17.0,2,2,MIDDLE UNIT,445000,0,445000,445000,8,2010,U,I
8985,02331-16-124-124,233,1130,1782,0,0,1979,Good,B,1,1,None,0,,18.0,2,2,END UNIT,635000,0,635000,635000,12,2010,Q,I
8986,02331-16-130-130,233,1130,1782,0,0,1979,AVG,B,1,1,None,0,,19.0,3,2,END UNIT,549000,0,549000,549000,12,2010,Q,I
8987,02331-16-135-135,233,1130,1315,0,0,1979,AVG,B,1,1,None,0,,20.0,2,2,MIDDLE UNIT,375000,0,375000,375000,2,2011,Q,I
8988,02331-16-140-140,233,1130,1594,0,0,1979,AVG,B,1,1,None,0,,21.0,2,2,MIDDLE UNIT,455000,0,455000,455000,3,2012,Q,I
8989,02331-16-162-162,233,1130,1351,0,0,1979,Good,B,1,1,None,0,,24.0,2,2,MIDDLE UNIT,415000,0,415000,415000,11,2011,Q,I
8990,02331-16-163-163,233,1130,2313,0,0,1979,Good,B,1,1,None,0,,25.0,2,3,END UNIT,805500,0,805500,805500,7,2011,Q,I
8991,02331-16-164-164,233,1130,1594,0,0,1979,AVG,B,1,1,None,0,,25.0,2,2,MIDDLE UNIT,492000,0,492000,492000,11,2011,Q,I
8992,02331-16-165-165,233,1130,1315,0,0,1979,AVG,B,1,1,None,0,,25.0,1,2,MIDDLE UNIT,417500,0,417500,417500,7,2010,Q,I
8993,02331-16-187-187,233,1130,2313,0,0,1979,AVG,B,1,1,None,0,,29.0,3,3,END UNIT,1100000,0,1100000,1100000,4,2011,U,I
8994,02331-16-192-192,233,1130,1351,0,0,1979,AVG,B,1,1,None,0,,29.0,2,2,MIDDLE UNIT,1100000,0,1100000,1100000,4,2011,U,I
8995,02331-19-027-027,233,1130,2472,0,0,1886,AVG,A,1,1,None,0,,2.0,3,2,END UNIT,940000,0,940000,951557,4,2012,Q,I
8996,02331-19-064-064,233,1130,1230,0,0,1997,AVG,A,1,1,None,0,,3.0,1,1,END UNIT,335000,5000,330000,330000,7,2011,Q,I
8997,02331-19-068-068,233,1130,1520,0,0,1997,AVG,A,1,1,None,0,,3.0,1,2,MIDDLE UNIT,300000,0,300000,300000,10,2011,U,I
8998,02331-19-072-072,233,1130,1399,0,0,1997,AVG,A,1,1,None,0,,3.0,1,2,MIDDLE UNIT,335000,0,335000,335000,8,2011,Q,I
8999,02331-19-080-080,233,1130,1142,0,0,1997,AVG,A,1,1,None,0,,3.0,1,1,MIDDLE UNIT,300000,3000,297000,297000,11,2011,Q,I
9000,02331-19-101-101,233,1130,1142,0,0,1997,AVG,A,1,1,None,0,,4.0,1,1,MIDDLE UNIT,265000,0,265000,265000,4,2012,Q,I
9001,02331-19-110-110,233,1130,1093,0,0,1997,AVG,A,1,1,None,0,,5.0,1,1,MIDDLE UNIT,282000,0,282000,282000,6,2011,Q,I
9002,02331-19-117-117,233,1130,992,0,0,1997,AVG,A,1,1,None,0,,5.0,1,1,MIDDLE UNIT,301600,0,301600,301600,8,2010,Q,I
9003,02331-19-124-124,233,1130,1715,0,0,1997,AVG,A,1,1,None,0,,6.0,1,2,END UNIT,480000,0,480000,480000,2,2011,Q,I
9004,02331-19-134-134,233,1130,987,0,0,1997,AVG,A,1,1,None,0,,6.0,1,1,MIDDLE UNIT,322000,0,322000,322000,4,2011,Q,I
9005,02331-19-142-142,233,1130,1095,0,0,1997,AVG,A,1,1,None,0,,7.0,1,2,MIDDLE UNIT,339000,6930,332070,332070,4,2012,Q,I
9006,02331-19-151-151,233,1130,2101,0,0,1997,AVG,A,1,1,None,0,,8.0,1,3,END UNIT,815000,0,815000,815000,6,2011,Q,I
9007,02331-19-152-152,233,1130,874,0,0,1997,AVG,A,1,1,None,0,,8.0,1,1,MIDDLE UNIT,330000,0,330000,330000,4,2011,Q,I
9008,02331-19-163-163,233,1130,1884,0,0,1997,Good,A,1,1,None,0,,9.0,1,2,MIDDLE UNIT,719000,10337,708663,708663,5,2012,Q,I
9009,02331-20-023-023,233,1130,1311,1416,1573,1909,Good,A,1,1,None,0,,1.0,1,2,END UNIT,580000,0,580000,626352,5,2011,U,I
9010,02331-20-039-039,233,1130,1632,0,0,1909,AVG,A,1,1,None,0,,3.0,1,1,MIDDLE UNIT,289000,0,289000,289000,11,2011,U,I
9011,02331-20-071-071,233,1130,1481,0,0,1997,AVG,B,1,1,None,0,,2.0,1,2,END UNIT,353750,0,353750,364109,8,2011,Q,I
9012,02331-20-072-072,233,1130,1472,0,0,1997,AVG,B,1,1,None,0,,2.0,1,2,END UNIT,295000,0,295000,304502,7,2011,Q,I
9013,02331-20-073-073,233,1130,3019,0,0,1997,AVG,B,1,1,None,0,,3.0,2,2,END UNIT,622000,0,622000,656605,11,2010,Q,I
9014,02331-20-084-084,233,1130,1511,0,0,1997,AVG,B,1,1,None,0,,4.0,1,2,MIDDLE UNIT,425000,0,425000,429978,2,2012,Q,I
9015,02331-20-102-102,233,1130,2062,0,0,1928,AVG,B,1,1,None,0,,2.0,2,3,END UNIT,593000,0,593000,636746,6,2011,Q,I
9016,02331-20-107-107,233,1130,1020,0,0,1928,AVG,B,1,1,None,0,,2.0,1,2,MIDDLE UNIT,259600,0,259600,259600,2,2012,U,I
9017,02331-20-107-107,233,1130,1020,0,0,1928,AVG,B,1,1,None,0,,2.0,1,2,MIDDLE UNIT,266500,0,266500,266500,1,2012,U,I
9018,02331-20-108-108,233,1130,914,0,0,1928,AVG,B,1,1,None,0,,2.0,1,2,END UNIT,285000,5000,280000,305820,3,2011,Q,I
9019,02331-20-113-113,233,1130,1328,0,0,1928,AVG,B,1,1,None,0,,3.0,1,2,MIDDLE UNIT,454000,0,454000,501446,1,2011,Q,I
9020,02331-20-114-114,233,1130,1415,0,0,1928,AVG,B,1,1,None,0,,3.0,2,2,END UNIT,440000,0,440000,483278,2,2011,Q,I
9021,02331-20-127-127,233,1130,1742,0,0,1928,AVG,B,1,1,None,0,,5.0,2,2,END UNIT,600000,0,600000,651639,4,2011,Q,I
9022,02332-01-014-014,233,1130,885,0,0,1895,AVG,A,1,1,None,0,,2.0,1,1,MIDDLE UNIT,290000,0,290000,306045,9,2011,Q,I
9023,02332-01-022-022,233,1130,875,0,0,1895,AVG,A,1,1,None,0,,2.0,1,1,MIDDLE UNIT,189000,0,189000,208752,1,2011,U,I
9024,02332-01-025-025,233,1130,1624,0,0,1895,AVG,A,1,1,None,0,,2.0,1,2,MIDDLE UNIT,420000,0,420000,420000,4,2012,U,I
9025,02332-01-033-033,233,1130,1281,0,0,1895,AVG,A,1,1,None,0,,3.0,2,2,MIDDLE UNIT,417000,0,417000,463143,12,2010,Q,I
9026,02332-01-050-050,233,1130,885,0,0,1895,AVG,A,1,1,None,0,,4.0,1,1,MIDDLE UNIT,330000,0,330000,350287,8,2011,Q,I
9027,02332-01-054-054,233,1130,913,0,0,1895,AVG,A,1,1,None,0,,4.0,1,1,MIDDLE UNIT,156000,0,156000,156000,9,2010,U,I
9028,02332-01-055-055,233,1130,979,0,0,1895,AVG,A,1,1,None,0,,4.0,1,1,MIDDLE UNIT,320000,0,320000,331803,12,2011,Q,I
9029,02332-01-062-062,233,1130,1408,0,0,1895,AVG,A,1,1,None,0,,4.0,2,2,END UNIT,407500,0,407500,445077,3,2011,Q,I
9030,02332-01-064-064,233,1130,1077,0,0,1895,AVG,A,1,1,None,0,,4.0,1,2,MIDDLE UNIT,370000,0,370000,379098,2,2012,Q,I
9031,02332-01-066-066,233,1130,1300,0,0,1895,AVG,A,1,1,None,0,,4.0,2,2,MIDDLE UNIT,435000,0,435000,485809,11,2010,Q,I
9032,02332-01-069-069,233,1130,1281,0,0,1895,AVG,A,1,1,None,0,,5.0,2,2,MIDDLE UNIT,415000,0,415000,443063,7,2011,Q,I
9033,02332-01-081-081,233,1130,999,0,0,1895,AVG,A,1,1,None,0,,5.0,1,1,MIDDLE UNIT,345000,0,345000,368330,7,2011,Q,I
9034,02332-01-091-091,233,1130,970,0,0,1895,AVG,A,1,1,None,0,,6.0,1,1,MIDDLE UNIT,335000,0,335000,363832,4,2011,Q,I
9035,02332-01-093-093,233,1130,2084,0,0,1895,AVG,A,1,1,None,0,,6.0,2,2,END UNIT,580000,0,580000,654877,9,2010,U,I
9036,02332-12-023-023,233,1130,1062,0,0,2000,AVG,A,1,1,None,0,,3.0,2,2,MIDDLE UNIT,350000,0,350000,368632,5,2011,Q,I
9037,02332-12-043-043,233,1130,1393,0,0,2000,AVG,A,1,1,None,0,,4.0,2,2,END UNIT,372000,0,372000,400943,11,2010,U,I
9038,02332-12-048-048,233,1130,1062,0,0,2000,AVG,A,1,1,None,0,,5.0,1,2,MIDDLE UNIT,335000,0,335000,336372,5,2012,Q,I
9039,02332-12-049-049,233,1130,1062,0,0,2000,AVG,A,1,1,None,0,,5.0,1,2,MIDDLE UNIT,365000,0,365000,391903,12,2010,U,I
9040,02332-12-052-052,233,1130,937,0,0,2000,AVG,A,1,1,None,0,,5.0,1,1,END UNIT,274900,0,274900,297414,10,2010,Q,I
9041,02332-12-056-056,233,1130,2384,0,0,2000,AVG,A,1,1,None,0,,5.0,3,3,END UNIT,850000,0,850000,898729,4,2011,Q,I
9042,02332-12-065-065,233,1130,2382,0,0,2000,AVG,A,1,1,None,0,,6.0,3,3,END UNIT,690000,0,690000,690000,12,2010,U,I
9043,02332-12-066-066,233,1130,3155,0,0,2000,AVG,A,1,1,None,0,,6.0,2,3,END UNIT,1420000,0,1420000,1472333,9,2011,Q,I
9044,02332-12-072-072,233,1130,849,0,0,2000,AVG,A,1,1,None,0,,7.0,1,2,MIDDLE UNIT,295000,0,295000,295000,7,2011,U,I
9045,02332-13-028-028,233,1130,1306,0,0,2000,AVG,B,1,1,None,0,,3.0,1,2,MIDDLE UNIT,485000,0,485000,486986,5,2012,Q,I
9046,02332-13-030-030,233,1130,2449,0,0,2000,Good,B,1,1,None,0,,4.0,2,3,END UNIT,1120000,0,1120000,1197967,1,2011,Q,I
9047,02332-13-038-038,233,1130,2567,0,0,2000,Good,B,1,1,None,0,,5.0,2,3,END UNIT,1245000,0,1245000,1280687,11,2011,Q,I
9048,02332-13-040-040,233,1130,827,0,0,2000,AVG,B,1,1,None,0,,5.0,0,1,MIDDLE UNIT,267500,0,267500,267500,6,2012,Q,I
9049,02332-13-041-041,233,1130,1271,0,0,2000,AVG,B,1,1,None,0,,5.0,1,2,END UNIT,300000,0,300000,319656,2,2011,U,I
9050,02332-13-047-047,233,1130,827,0,0,2000,AVG,B,1,1,None,0,,6.0,1,1,MIDDLE UNIT,284000,3000,281000,304013,10,2010,U,I
9051,02332-13-064-064,233,1130,2876,0,0,2000,Good,B,1,1,None,0,,9.0,3,4,END UNIT,1435000,0,1435000,1546647,11,2010,Q,I
9052,02332-13-075-075,233,1130,1693,0,0,2000,Good,B,1,1,None,0,,10.0,2,2,END UNIT,890000,0,890000,900933,3,2012,Q,I
9053,02332-13-076-076,233,1130,4929,0,0,2000,Good,B,1,1,None,0,,11.0,3,4,END UNIT,1800000,0,1800000,1800000,6,2012,U,I
9054,02332-13-079-079,233,1130,4323,0,0,2000,Good,B,1,1,None,0,,12.0,3,4,END UNIT,2450000,0,2450000,2640618,11,2010,U,I
9055,02332-13-080-080,233,1130,5019,0,0,2000,AVG,B,1,1,None,0,,13.0,4,4,END UNIT,2450000,0,2450000,2450000,12,2010,U,I
9056,02332-14-037-037,233,1130,732,0,0,2003,AVG,B,1,1,None,0,,1.0,1,1,MIDDLE UNIT,190000,5700,184300,199394,10,2010,U,I
9057,02332-14-038-038,233,1130,1153,0,0,2003,AVG,B,1,1,None,0,,1.0,2,2,END UNIT,295000,0,295000,295000,6,2011,U,I
9058,02332-14-040-040,233,1130,864,0,0,2003,AVG,B,1,1,None,0,,1.0,1,1,MIDDLE UNIT,189000,0,189000,189000,7,2010,U,I
9059,02332-14-045-045,233,1130,844,0,0,2003,AVG,B,1,1,None,0,,2.0,1,1,MIDDLE UNIT,184900,6000,178900,189156,4,2011,U,I
9060,02332-14-048-048,233,1130,1153,0,0,2003,AVG,B,1,1,None,0,,2.0,2,2,END UNIT,365000,0,365000,397882,8,2010,Q,I
9061,02332-14-056-056,233,1130,1027,0,0,2003,AVG,B,1,1,None,0,,3.0,2,2,END UNIT,326500,0,326500,326500,6,2012,Q,I
9062,02332-14-056-056,233,1130,1027,0,0,2003,AVG,B,1,1,None,0,,3.0,2,2,END UNIT,250000,0,250000,250000,12,2011,U,I
9063,02332-14-068-068,233,1130,1122,0,0,2003,AVG,B,1,1,None,0,,4.0,2,2,END UNIT,395000,0,395000,411175,8,2011,Q,I
9064,02332-14-070-070,233,1130,867,0,0,2003,AVG,B,1,1,None,0,,4.0,1,1,MIDDLE UNIT,338000,0,338000,338000,6,2012,Q,I
9065,02332-14-071-071,233,1130,1122,0,0,2003,AVG,B,1,1,None,0,,4.0,2,2,END UNIT,420000,0,420000,420000,6,2012,Q,I
9066,02332-14-078-078,233,1130,1027,0,0,2005,AVG,B,1,1,None,0,,1.0,4,2,END UNIT,292500,0,292500,292500,10,2011,U,I
9067,02332-14-085-085,233,1130,1027,0,0,2005,AVG,B,1,1,None,0,,1.0,2,2,END UNIT,380000,0,380000,380000,6,2012,Q,I
9068,02332-14-088-088,233,1130,1027,0,0,2005,AVG,B,1,1,None,0,,2.0,4,2,END UNIT,295000,7200,287800,301942,6,2011,U,I
9069,02332-14-100-100,233,1130,1153,0,0,2005,AVG,B,1,1,None,0,,3.0,2,2,END UNIT,390000,10000,380000,395561,8,2011,Q,I
9070,02332-14-105-105,233,1130,1027,0,0,2005,AVG,B,1,1,None,0,,3.0,4,2,END UNIT,280000,0,280000,280000,3,2011,U,I
9071,02332-14-119-000,233,1114,1869,0,0,2005,AVG,A,1,3,Att,2,,,2,3,MIDDLE UNIT,526000,0,526000,526000,6,2012,Q,I
9072,02332-14-124-000,233,1114,1893,0,0,2005,AVG,A,1,3,Att,2,,,2,3,MIDDLE UNIT,630000,0,630000,651477,12,2010,Q,I
9073,02332-14-125-000,233,1114,1893,0,0,2005,AVG,A,1,3,Att,2,,,3,3,MIDDLE UNIT,480000,0,480000,493636,3,2011,Q,I
9074,02332-14-129-000,233,1114,1893,0,0,2005,AVG,A,1,3,Att,2,,,3,3,MIDDLE UNIT,571600,0,571600,571600,7,2011,U,I
9075,02332-15-027-027,233,1130,1162,0,0,2005,AVG,A,1,1,None,0,,1.0,2,2,MIDDLE UNIT,375000,0,375000,381142,2,2012,Q,I
9076,02332-15-027-027,233,1130,1162,0,0,2005,AVG,A,1,1,None,0,,1.0,2,2,MIDDLE UNIT,369000,0,369000,369000,8,2010,U,I
9077,02332-15-032-032,233,1130,1770,0,0,2005,AVG,A,1,1,None,0,,1.0,3,3,END UNIT,592500,0,592500,611910,10,2011,Q,I
9078,02332-15-034-034,233,1130,1744,0,0,2005,AVG,A,1,1,None,0,,1.0,3,3,END UNIT,550000,0,550000,559009,2,2012,Q,I
9079,02332-15-043-043,233,1130,2170,0,0,2005,AVG,A,1,1,None,0,,2.0,3,3,END UNIT,699000,0,699000,699000,12,2010,U,I
9080,02332-15-045-045,233,1130,1744,0,0,2005,AVG,A,1,1,None,0,,2.0,3,3,END UNIT,530000,2500,527500,577181,7,2010,Q,I
9081,02332-15-047-047,233,1130,1099,0,0,2005,AVG,A,1,1,None,0,,2.0,2,2,MIDDLE UNIT,325000,0,325000,325000,10,2010,U,I
9082,02332-15-048-048,233,1130,1234,0,0,2005,AVG,A,1,1,None,0,,3.0,2,2,MIDDLE UNIT,355000,0,355000,379713,1,2011,Q,I
9083,02332-15-049-049,233,1130,1162,0,0,2005,AVG,A,1,1,None,0,,3.0,2,2,MIDDLE UNIT,350000,10500,339500,357573,5,2011,Q,I
9084,02332-15-055-055,233,1130,1744,0,0,2005,AVG,A,1,1,None,0,,3.0,3,3,END UNIT,595000,0,595000,616928,9,2011,Q,I
9085,02332-15-058-058,233,1130,1235,0,0,2005,AVG,A,1,1,None,0,,4.0,2,2,MIDDLE UNIT,400000,3000,397000,398626,5,2012,Q,I
9086,02332-15-064-064,233,1130,3174,0,0,2005,Good,A,1,1,None,0,,4.0,3,4,END UNIT,1596000,0,1596000,1726709,10,2010,Q,I
9087,02332-15-076-076,233,1130,1079,0,0,2005,AVG,B,1,1,None,0,,2.0,2,2,END UNIT,320000,0,320000,320000,5,2012,U,I
9088,02332-15-099-099,233,1130,1074,0,0,2005,AVG,B,1,1,None,0,,5.0,2,2,END UNIT,283000,0,283000,292271,10,2011,U,I
9089,02332-15-103-103,233,1130,821,0,0,2005,AVG,B,1,1,None,0,,5.0,1,1,MIDDLE UNIT,217000,0,217000,226775,7,2011,U,I
9090,02332-15-115-115,233,1130,821,0,0,2005,AVG,B,1,1,None,0,,6.0,1,1,MIDDLE UNIT,230000,0,230000,234709,1,2012,U,I
9091,02332-15-124-124,233,1130,726,0,0,2005,AVG,B,1,1,None,0,,7.0,1,1,MIDDLE UNIT,248000,0,248000,261202,5,2011,U,I
9092,02332-15-150-150,233,1130,2575,432,432,2006,Good,A,1,3,None,0,,1.0,3,4,END UNIT,1275000,0,1275000,1285442,4,2012,U,I
9093,02332-15-153-153,233,1130,1720,0,0,2006,AVG,A,1,2,None,0,,1.0,2,3,END UNIT,505000,8000,497000,523457,5,2011,U,I
9094,02332-15-154-154,233,1130,1726,0,0,2006,AVG,A,1,2,None,0,,1.0,2,3,MIDDLE UNIT,470000,10000,460000,475069,10,2011,U,I
9095,02332-15-155-155,233,1130,1736,0,0,2006,AVG,A,1,2,None,0,,1.0,2,3,MIDDLE UNIT,485000,0,485000,485000,8,2011,U,I
9096,02332-16-044-044,233,1130,1400,0,0,1898,AVG,B,1,1,None,0,,2.0,1,1,MIDDLE UNIT,241400,0,241400,241400,5,2012,U,I
9097,02332-16-050-050,233,1130,1461,0,0,2002,AVG,B,1,1,None,0,,1.0,2,2,MIDDLE UNIT,455000,0,455000,484811,2,2011,Q,I
9098,02332-16-061-061,233,1130,1297,0,0,2002,AVG,B,1,1,None,0,,2.0,1,2,MIDDLE UNIT,331000,0,331000,332355,5,2012,Q,I
9099,02332-16-062-062,233,1130,1256,0,0,2002,AVG,B,1,1,None,0,,2.0,2,2,MIDDLE UNIT,325000,0,325000,340970,6,2011,Q,I
9100,02332-16-066-066,233,1130,1199,0,0,2002,AVG,B,1,2,None,0,,2.0,2,2,MIDDLE UNIT,334500,0,334500,345458,10,2011,Q,I
9101,02332-16-073-073,233,1130,1716,0,0,2002,AVG,B,1,1,None,0,,2.0,2,2,END UNIT,395000,0,395000,399852,3,2012,U,I
9102,02332-16-081-081,233,1130,1604,0,0,2002,AVG,B,1,1,None,0,,3.0,2,2,MIDDLE UNIT,445000,0,445000,446822,5,2012,U,I
9103,02332-16-091-091,233,1130,1180,0,0,2002,AVG,B,1,1,None,0,,4.0,1,1,END UNIT,356000,0,356000,385156,10,2010,U,I
9104,02332-16-091-091,233,1130,1180,0,0,2002,AVG,B,1,1,None,0,,4.0,1,1,END UNIT,210000,0,210000,210000,7,2010,U,I
9105,02332-16-098-098,233,1130,1604,0,0,2002,AVG,B,1,1,None,0,,4.0,1,2,MIDDLE UNIT,540000,0,540000,588647,8,2010,Q,I
9106,02332-16-108-108,233,1130,1180,0,0,2002,AVG,B,1,1,None,0,,5.0,1,1,END UNIT,261000,0,261000,274894,5,2011,U,I
9107,02332-16-125-125,233,1130,1605,0,0,2002,AVG,B,1,1,None,0,,5.0,2,2,END UNIT,570000,5000,565000,569627,4,2012,Q,I
9108,02332-16-129-129,233,1130,1373,0,0,2002,AVG,B,1,1,None,0,,6.0,2,2,END UNIT,290000,2700,287300,314359,7,2010,U,I
9109,02332-16-136-136,233,1130,591,0,0,2002,AVG,B,1,1,None,0,,6.0,0,1,MIDDLE UNIT,146000,0,146000,146000,10,2010,U,I
9110,02332-16-139-139,233,1130,941,0,0,2002,AVG,B,1,1,None,0,,6.0,1,1,MIDDLE UNIT,369000,0,369000,391665,3,2011,U,I
9111,02332-16-146-146,233,1130,584,0,0,2002,AVG,B,1,1,None,0,,7.0,0,1,MIDDLE UNIT,178000,0,178000,178000,6,2012,U,I
9112,02332-16-154-154,233,1130,591,0,0,2002,AVG,B,1,1,None,0,,7.0,0,1,MIDDLE UNIT,139000,2518,136482,144306,4,2011,Q,I
9113,02332-16-166-166,233,1130,1121,0,0,2002,AVG,B,1,1,None,0,,8.0,1,2,MIDDLE UNIT,324700,3400,321300,323931,4,2012,Q,I
9114,02332-16-166-166,233,1130,1121,0,0,2002,AVG,B,1,1,None,0,,8.0,1,2,MIDDLE UNIT,290000,0,290000,290000,10,2010,U,I
9115,02332-16-177-177,233,1130,584,0,0,2002,AVG,B,1,1,None,0,,9.0,0,1,MIDDLE UNIT,186921,4673,182248,188218,10,2011,U,I
9116,02332-16-177-177,233,1130,584,0,0,2002,AVG,B,1,1,None,0,,9.0,0,1,MIDDLE UNIT,45000,0,45000,45000,7,2010,U,I
9117,02332-16-183-183,233,1130,1458,0,0,2002,AVG,B,1,1,None,0,,9.0,2,2,MIDDLE UNIT,600000,0,600000,600000,8,2010,U,I
9118,02332-16-184-184,233,1130,1230,0,0,2002,AVG,B,1,1,None,0,,9.0,2,2,MIDDLE UNIT,370000,0,370000,371515,5,2012,Q,I
9119,02332-16-203-203,233,1130,2086,0,0,2002,AVG,B,1,1,None,0,,12.0,3,3,END UNIT,705000,0,705000,748304,3,2011,Q,I
9120,02332-17-025-025,233,1130,1590,0,0,1919,AVG,B,1,1,None,0,,3.0,2,2,MIDDLE UNIT,480000,0,480000,524262,3,2011,Q,I
9121,02332-17-028-028,233,1130,1460,0,0,1919,AVG,B,1,1,None,0,,3.0,1,2,MIDDLE UNIT,427500,3500,424000,431820,3,2012,Q,I
9122,02332-17-028-028,233,1130,1460,0,0,1919,AVG,B,1,1,None,0,,3.0,1,2,MIDDLE UNIT,359000,0,359000,359000,12,2010,U,I
9123,02332-17-043-043,233,1130,1553,0,0,1919,AVG,B,1,1,None,0,,5.0,1,2,END UNIT,420000,0,420000,420000,11,2010,U,I
9124,02332-17-072-072,233,1130,1718,0,0,2008,AVG,A,1,1,None,0,,7.0,2,3,MIDDLE UNIT,720000,0,720000,795245,1,2011,U,I
9125,02332-17-076-076,233,1130,1652,0,0,2008,AVG,A,1,1,None,0,,8.0,2,2,END UNIT,675000,0,675000,762141,9,2010,U,I
9126,02332-17-078-078,233,1130,1780,0,0,2008,AVG,A,1,1,None,0,,8.0,2,3,MIDDLE UNIT,753886,0,753886,795597,9,2011,U,I
9127,02332-17-079-079,233,1130,1708,0,0,2008,AVG,A,1,1,None,0,,8.0,2,3,MIDDLE UNIT,785000,8000,777000,843873,4,2011,U,I
9128,02332-17-080-080,233,1130,2031,0,0,2008,AVG,A,1,1,None,0,,8.0,2,3,END UNIT,964921,0,964921,1071694,12,2010,U,I
9129,02332-17-082-082,233,1130,1653,0,0,2008,AVG,A,1,1,None,0,,9.0,2,2,END UNIT,775224,0,775224,775224,10,2010,Q,I
9130,02332-17-084-084,233,1130,1782,0,0,2008,AVG,A,1,1,None,0,,9.0,2,3,MIDDLE UNIT,710000,0,710000,771106,4,2011,U,I
9131,02332-17-085-085,233,1130,1730,0,0,2008,AVG,A,1,1,None,0,,9.0,2,2,MIDDLE UNIT,810084,0,810084,874824,5,2011,U,I
9132,02332-17-085-085,233,1130,1730,0,0,2008,AVG,A,1,1,None,0,,9.0,2,2,MIDDLE UNIT,810084,0,810084,810084,12,2011,U,I
9133,02332-17-090-090,233,1130,2018,0,0,2008,AVG,A,1,1,None,0,,10.0,2,3,END UNIT,880800,0,880800,999924,8,2010,U,I
9134,02332-20-030-000,233,1114,4020,0,0,2004,AVG,X,1,3,Att,3,,,4,4,MIDDLE UNIT,1900000,0,1900000,1957575,2,2011,Q,I
9135,02332-21-023-023,233,1130,2176,0,0,2000,Good,B,1,1,None,0,,3.0,3,3,MIDDLE UNIT,975000,0,975000,1034888,3,2011,Q,I
9136,02332-21-033-033,233,1130,806,0,0,2000,AVG,B,1,1,None,0,,3.0,1,1,MIDDLE UNIT,215000,0,215000,224684,7,2011,U,I
9137,02332-21-043-043,233,1130,1124,0,0,2000,AVG,B,1,1,None,0,,4.0,1,2,MIDDLE UNIT,415000,0,415000,431994,8,2011,Q,I
9138,02332-21-045-045,233,1130,886,0,0,2000,AVG,B,1,1,None,0,,4.0,1,1,MIDDLE UNIT,250000,0,250000,255119,1,2012,Q,I
9139,02332-21-045-045,233,1130,886,0,0,2000,AVG,B,1,1,None,0,,4.0,1,1,MIDDLE UNIT,162000,0,162000,162000,12,2010,U,I
9140,02332-21-061-061,233,1130,812,0,0,2000,AVG,B,1,1,None,0,,5.0,1,1,MIDDLE UNIT,245000,0,245000,249013,2,2012,Q,I
9141,02332-21-071-071,233,1130,1431,0,0,2000,AVG,B,1,2,None,0,,6.0,2,3,MIDDLE UNIT,670000,0,670000,675487,4,2012,Q,I
9142,02332-21-072-072,233,1130,3659,0,0,2000,VGood,B,1,2,None,0,,6.0,3,4,END UNIT,2300000,0,2300000,2384764,9,2011,Q,I
9143,02332-21-075-075,233,1130,787,0,0,2000,AVG,B,1,2,None,0,,6.0,1,2,MIDDLE UNIT,250000,0,250000,273546,7,2010,Q,I
9144,02332-21-095-095,233,1130,1345,0,0,2005,AVG,B,1,2,None,0,,1.0,2,3,END UNIT,389500,0,389500,400665,11,2011,Q,I
9145,02332-21-108-108,233,1130,709,0,0,2005,AVG,B,1,1,None,0,,3.0,1,1,MIDDLE UNIT,187900,0,187900,204827,8,2010,Q,I
